acn,Report_1_Synopsis,Assessments_Primary_Problem
2001969,PA-28 student pilot and their instructor; who was observing from the airport; reported the student veered off the runway after landing.,Aircraft
2199321,A TRACON Controller reported an aircraft experiencing icing could not maintain altitude and descended below the Minimum Vectoring Altitude.,Weather
1946055,Pilot reported Maintenance Control incorrectly placed an MEL on a discrepancy.,MEL
2243902,Air Taxi Captain reported a Cabin Door warning light during cruise at 40;000 ft. The Captain performed some of the required checklist items and diverted to an alternate airport.,Aircraft
1867054,Captain reported getting an incorrect ACARS fuel weight from Dispatch.,Procedure
2089095,Air carrier Captain reported a burning plastic odor during descent with no aircraft indications. The flight crew diverted where a safe landing was completed.,Aircraft
1846466,Captain reported concerns over push back procedures that had his wing tip pass over the wing of a parked aircraft on an adjacent gate.,Procedure
1927460,General aviation pilot reported that their safety pilot saw a UAS pass near by their aircraft at 2;500 ft MSL. The incident was reported to the TRACON Controller.,Human Factors
2106758,Air carrier First Officer reported the aircraft experienced transponder and GPS failure due to potential GPS spoofing.,Ambiguous
1916742,A Center Controller reported during a period of aircraft weather deviations into one sector no action was taken by Management or Traffic Management Unit (TMU) staff to reroute aircraft away from the sector causing it to exceed the designated maximum safe traffic numbers for that sector.,Company Policy
2181008,C172 Flight Instructor reported a complete loss of engine throttle control; resulting in an immediate return to the departure airfield.,Aircraft
1901805,Tower Controller reported a student pilot landed off runway after an engine failure due to fuel starvation while in the traffic pattern.,Human Factors
1907076,Air Carrier flight crew reported a 'Right Eng Oil Press' EICAS message during cruise due to oil pressure fluctuation. The flight crew requested special handling to a diversion airport where a safe landing was completed.,Aircraft
2164634,Air carrier flight crew reported while climbing on departure ATC warned them of a UAS reported by a preceding plane. Flight crew experienced a near midair collision with the reported UAS.,Human Factors
1855112,A319 technician reported discovering the crew O2 bottle shut off valve was safety wired backwards and would not keep the valve from being rotated to the closed position.,Human Factors
1861875,A300 flight crew reported an engine in flight shut down and diversion caused by incorrect fuel quantity indications.,Aircraft
1909529,B737-800 Captain reported concerns over maintenance practices at a station that caused unnecessary delays and aircraft refusals.,Human Factors
1880888,EMB 190 Captain reported finding damage to the right main landing gear on a post flight walk around inspection.,Aircraft
1876085,BE-33 pilot reported electrical smoke in the cockpit during cruise flight. The aircraft had recently been in maintenance servicing the autopilot and turn coordinator. The pilot reported returning to the origin airport.,Aircraft
1965385,Air carrier ground personnel reported the final weights manifest indicated Hazmat cargo was loaded onboard when in fact Hazmat cargo was not loaded. The final weight manifest was invalidated immediately and corrected.,Human Factors
2075611,Air carrier Captain reported an FMC failure in cruise prior to oceanic entry point resulted in return to departure airport.,Aircraft
2033591,DA-20 student pilot reported an NMAC event while conducting a check ride and transmitting on the wrong frequency. Reporter took evasive action to avoid the other aircraft.,Human Factors
1853217,Single Engine Pilot reported an engine failure due to fuel starvation. The pilot landed off airport and found the fuel tanks were dry. The pilot later landed at the nearby airport to refuel and continued to the original destination.,Human Factors
1908205,A319 flight crew reported a fumes event during pre-flight. Captain requested maintenance and submitted an AML discrepancy which resulting in the aircraft being removed from service and flight cancellation.,Aircraft
1884375,LAX Tower Controller reported an aircraft did not follow printed taxi instructions on 'the North route'. Reporter stated this has been an ongoing issue.,Airport
2288743,TPA TRACON Controller reported repeated frequency outages occur creating unsafe situations.,ATC Equipment / Nav Facility / Buildings
2032995,C172 pilot reported taxiway excursion onto grass area while turning on a wet taxiway. Pilot regained control and returned to paved surface. Post flight inspection revealed damage to propeller.,Human Factors
1852364,Citation Captain reported a baggage compartment smoke indication on descent. After landing; an inspection did not find any evidence of smoke.,Aircraft
1892565,G-IV flight crew reported a cockpit window shattered inflight. The crew followed the Quick Reference Handbook procedure and continued to destination.,Aircraft
2046761,B787 Captain reported encountering possible wake turbulence that resulted in a slight altitude deviation and flap overspeed.,Ambiguous
