acn,Report_1_Synopsis,Assessments_Primary_Problem
1978071,Part 107 UAS pilot reported having a near miss with a flock of birds and flew above their authorized LAANC approval altitude to avoid a collision.,Environment - Non Weather Related
1951887,Air Carrier pilot taxiing to the ramp at SLC reported Tower taxi instructions did not correlate with the 10-9 chart depiction.,Chart Or Publication
2209404,Air Carrier Captain reported temporary ADS-B EICAS advisory and GPS failure from suspected electronic jamming event.,Environment - Non Weather Related
1926688,Air Carrier Captain reported the runway hold short markings for BUF Runway 32 are faded on Taxiway A.,Airport
2259854,Air taxi Captain reported faded hold short markings and lack of warning lights resulted in a runway incursion.,Airport
2183503,Fractional jet Captain reported they experienced GPS jamming over Myanmar. All systems recovered to normal operations after leaving the jamming area.,Environment - Non Weather Related
2176003,A320 Captain reported the aircraft was about to descend below the JABBR crossing restriction on the ANTHM4 arrival to BWI until they intervened and stopped the descent. Captain indicated they had encountered this issue three separate times in different A320 aircraft.,Software and Automation
2030116,Flight Instructor reported a confusing taxiway configuration near the approach end of Runway 31 at CVH airport needs better signage and as well as clarification on an airport diagram.,Airport
1869711,Pilot reported possible 5G interference on short final landing in IND.,Environment - Non Weather Related
1863844,EMB-145 First Officer reported receiving a GPWS during approach descent.,Environment - Non Weather Related
2186519,General aviation instructor pilot reported descending low over a densely populated area to remain below Class B airspace at night on a visual training flight. The flight descended below FAA minimum altitude for a congested area while lined up with the runway but far from the airport.,Airspace Structure
1796125,Air Carrier Captain reported difficulty understanding Center controllers and believes the problem maybe the controllers are wearing face masks.,Environment - Non Weather Related
1793425,Pilot reported overshooting an altitude on departure and attributed the event to lack of recent flying and poor use of HUD.,Environment - Non Weather Related
1845822,Two Jacksonville Center Controllers reported FAA Command Center would not comply with their request for traffic flow restrictions for known weather; causing operational challenges.,Company Policy
1783885,Light aircraft pilot reported confusing signage at DVT airport led to a taxi deviation down a vehicle roadway.,Airport
1898706,Recreational/Hobby UAS pilot reported flying at an uncontrolled airport; conducting a photo shoot of a manned aircraft. Prior to the flight; the Airport Manager told the pilot that UAS were not allowed at the airport but the reporter cited regulatory guidance to the contrary and conducted the operation as planned.,Chart Or Publication
1881424,Air carrier Captain reported that during pushback the aircraft became disconnected from the tow bar; and was brought to a safe stop using the aircraft brakes.,Equipment / Tooling
2060280,SLC Tower Controller reported they issued instructions to an aircraft which placed it below the Minimum Safe Altitude.,Airspace Structure
1938287,Part 107 UAS pilot reported they conducted a photo mission near a building and were approached by a public official. The pilot learned of nearby non-charted UAS prohibited areas they may possibly have entered.,Chart Or Publication
1793954,Air carrier Captain reported it is difficult to receive the DFW ATIS due to ORK airport ATIS being on the same frequency.,ATC Equipment / Nav Facility / Buildings
2201311,Air carrier First officer reported confusion regarding Hazmat documents provided to the flight crew. After further collaboration with Operations personnel it was determined that it was safe to continue to destination.,Manuals
2019398,Air carrier Captain reported the EMZOH3 and OAKES2 arrivals into OAK airport result in aircraft going below a Class B shelf and at risk of violating the 200 knot airspeed restriction in that airspace.,Chart Or Publication
1950477,Air Carrier flight crew reported there is no maximum tail height charted for Concourse A bridge at LGA.,Chart Or Publication
2256996,Air carrier Captain reported encountering GPS jamming that was first noticed at the departure gate in LTFM; and they later regained functionality with one GPS but not the other. GPS abnormality continued throughout flight.,Environment - Non Weather Related
1895346,Air carrier pilot reported during initial climb an object passed across the windscreen and collided with the aircraft. The flight crew returned to land at departure airport and believe they struck a UAS while in flight.,Environment - Non Weather Related
1938964,A319 Flight Crew reported soon after takeoff the aircraft alerted a VENT SKIN VALVE FAULT. Flight crew diverted and landed safely.,MEL
1861265,Air Carrier First Officer reported a taxi deviation due to poor marking and signage on this taxiway in LAS airport.,Airport
2017436,BNA Tower Controller reported an aircraft stopped on the runway after confusing two unmarked access roads for possible taxiways causing another aircraft on final approach to go around. The Controller stated this is a common occurrence with these unmarked access roads.,Airport
2293538,General aviation pilot reported receiving an audible terrain warning during approach; resulting in a missed approach.,Airspace Structure
1892714,Air Carrier Flight Attendant reported a bird strike during landing. Flight crew executed a missed approach and returned for a safe landing.,Environment - Non Weather Related
1966743,Air carrier Captain reported there are two L1 taxiway markings to the gate area in EWR.,Airport
1988166,Technician reported ambiguity in MEL process during trouble shooting of a thrust reverser unlocked indication. The MEL did not specifically prohibit dispatch with an unlocked indication present with the thrust reverser locked out.,MEL
